;artist;border_color;collector_number;color_identity;colors;flavor_text;image_uris;mana_cost;legalities;name;oracle_text;rarity;type_line;set;set_name;power;toughness
102;Kensuke Okabayashi;black;42;['U'];['U'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/42.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/42.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/42.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/42.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/42.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/42.jpg?1517813031'};{5}{U}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Rimefeather Owl;"Flying
Rimefeather Owl's power and toughness are each equal to the number of snow permanents on the battlefield.
{1}{S}: Put an ice counter on target permanent.
Permanents with ice counters on them are snow.";rare;Snow Creature — Bird;csp;Coldsnap;*;*
103;Brian Despain;black;118;['G'];['G'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/118.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/118.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/118.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/118.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/118.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/118.jpg?1517813031'};{4}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Rimehorn Aurochs;"Trample
Whenever Rimehorn Aurochs attacks, it gets +1/+0 until end of turn for each other attacking Aurochs.
{2}{S}: Target creature blocks target creature this turn if able. ({S} can be paid with one mana from a snow permanent.)";uncommon;Snow Creature — Aurochs;csp;Coldsnap;3;3
104;Jeff Easley;black;95;['R'];['R'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/95.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/95.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/95.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/95.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/95.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/95.jpg?1517813031'};{5}{R}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Rimescale Dragon;"Flying
{2}{S}: Tap target creature and put an ice counter on it. ({S} can be paid with one mana from a snow permanent.)
Creatures with ice counters on them don't untap during their controllers' untap steps.";rare;Snow Creature — Dragon;csp;Coldsnap;5;5
105;Jeff Nentrup;black;68;['B'];['B'];The unfortunates so transformed hungered not for flesh, but for warmth.;{'small': 'https://img.scryfall.com/cards/small/en/csp/68.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/68.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/68.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/68.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/68.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/68.jpg?1517813031'};{1}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Rime Transfusion;"Enchant creature
Enchanted creature gets +2/+1 and has ""{S}: This creature can't be blocked this turn except by snow creatures."" ({S} can be paid with one mana from a snow permanent.)";uncommon;Snow Enchantment — Aura;csp;Coldsnap;;
106;Dan Scott;black;43;['U'];['U'];"""The Thaw brings flooding, disease, and death. We will do all in our power to bring frigid peace back to the world.""";{'small': 'https://img.scryfall.com/cards/small/en/csp/43.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/43.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/43.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/43.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/43.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/43.jpg?1517813031'};{3}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Rimewind Cryomancer;{1}, {T}: Counter target activated ability. Activate this ability only if you control four or more snow permanents. (Mana abilities can't be targeted.);uncommon;Creature — Human Wizard;csp;Coldsnap;2;3
107;Ron Spears;black;44;['U'];['U'];"""Find solace in the sun? Burning, blinding, laying secrets bare? No, solace is found under the blanket of cold.""";{'small': 'https://img.scryfall.com/cards/small/en/csp/44.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/44.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/44.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/44.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/44.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/44.jpg?1517813031'};{1}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Rimewind Taskmage;{1}, {T}: You may tap or untap target permanent. Activate this ability only if you control four or more snow permanents.;common;Creature — Human Wizard;csp;Coldsnap;1;2
108;Dany Orizio;black;96;['R'];['R'];Deep beneath the ice, beneath the soil and the rock, Dominaria's fire still burned hot.;{'small': 'https://img.scryfall.com/cards/small/en/csp/96.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/96.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/96.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/96.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/96.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/96.jpg?1517813031'};{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'banned', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Rite of Flame;Add {R}{R}, then add {R} for each card named Rite of Flame in each graveyard.;common;Sorcery;csp;Coldsnap;;
109;Zoltan Boros & Gabor Szikszai;black;119;['G'];['G'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/119.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/119.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/119.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/119.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/119.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/119.jpg?1517813031'};{4}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Ronom Hulk;"Protection from snow
Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)";common;Creature — Beast;csp;Coldsnap;5;6
110;Ron Spencer;black;45;['U'];['U'];With the spread of Rimewind's sorcerous winter, snow dwellers reclaimed their places atop the food chain.;{'small': 'https://img.scryfall.com/cards/small/en/csp/45.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/45.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/45.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/45.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/45.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/45.jpg?1517813031'};{5}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Ronom Serpent;"Ronom Serpent can't attack unless defending player controls a snow land.
When you control no snow lands, sacrifice Ronom Serpent.";common;Snow Creature — Serpent;csp;Coldsnap;5;6
111;Carl Critchlow;black;16;['W'];['W'];The aberrant magic of the Rimewind drew the unicorns back from the northern wastes to do battle once again.;{'small': 'https://img.scryfall.com/cards/small/en/csp/16.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/16.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/16.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/16.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/16.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/16.jpg?1517813031'};{1}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Ronom Unicorn;Sacrifice Ronom Unicorn: Destroy target enchantment.;common;Creature — Unicorn;csp;Coldsnap;2;2
112;Dave Dorman;black;46;['U'];['U'];"""Concentration is key. Without it, a mage conjures nothing but a splitting headache."" —Zur the Enchanter";{'small': 'https://img.scryfall.com/cards/small/en/csp/46.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/46.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/46.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/46.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/46.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/46.jpg?1517813031'};{1}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Rune Snag;Counter target spell unless its controller pays {2} plus an additional {2} for each card named Rune Snag in each graveyard.;common;Instant;csp;Coldsnap;;
113;Thomas M. Baxa;black;149;[];[];;{'small': 'https://img.scryfall.com/cards/small/en/csp/149.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/149.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/149.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/149.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/149.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/149.jpg?1517813031'};;{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Scrying Sheets;"{T}: Add {C}.
{1}{S}, {T}: Look at the top card of your library. If that card is snow, you may reveal it and put it into your hand. ({S} can be paid with one mana from a snow permanent.)";rare;Snow Land;csp;Coldsnap;;
114;Jeff Miracola;black;131;['B', 'G', 'R'];['B', 'G', 'R'];Karplusan legend told of an orc so cruel that he burned his own followers in rage—yet so revered that they rose from their pyres to serve him.;{'small': 'https://img.scryfall.com/cards/small/en/csp/131.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/131.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/131.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/131.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/131.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/131.jpg?1517813031'};{2}{B}{R}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Sek'Kuar, Deathkeeper;Whenever another nontoken creature you control dies, create a 3/1 black and red Graveborn creature token with haste.;rare;Legendary Creature — Orc Shaman;csp;Coldsnap;4;3
115;Ron Spencer;black;120;['G'];['G'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/120.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/120.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/120.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/120.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/120.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/120.jpg?1517813031'};{3}{G}{G}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Shape of the Wiitigo;"Enchant creature
When Shape of the Wiitigo enters the battlefield, put six +1/+1 counters on enchanted creature.
At the beginning of your upkeep, put a +1/+1 counter on enchanted creature if it attacked or blocked since your last upkeep. Otherwise, remove a +1/+1 counter from it.";rare;Enchantment — Aura;csp;Coldsnap;;
116;Pete Venters;black;121;['G'];['G'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/121.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/121.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/121.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/121.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/121.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/121.jpg?1517813031'};{1}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Sheltering Ancient;"Trample
Cumulative upkeep—Put a +1/+1 counter on a creature an opponent controls. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)";uncommon;Creature — Treefolk;csp;Coldsnap;5;5
117;Warren Mahy;black;122;['G'];['G'];"""It's odd to see the apes rip down trees to arm themselves in defense of their forests."" —Taaveti of Kelsinko, elvish hunter";{'small': 'https://img.scryfall.com/cards/small/en/csp/122.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/122.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/122.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/122.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/122.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/122.jpg?1517813031'};{3}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Simian Brawler;Discard a land card: Simian Brawler gets +1/+1 until end of turn.;common;Creature — Ape Warrior;csp;Coldsnap;3;3
118;Christopher Moeller;black;97;['R'];['R'];"""This close to Rimewind Keep, no avalanche is nature's doing."" —Ukoten, centaur chieftain";{'small': 'https://img.scryfall.com/cards/small/en/csp/97.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/97.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/97.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/97.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/97.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/97.jpg?1517813031'};{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Skred;Skred deals damage to target creature equal to the number of snow permanents you control.;common;Instant;csp;Coldsnap;;
119;Jim Nelson;black;155;['G'];[];;{'small': 'https://img.scryfall.com/cards/small/en/csp/155.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/155.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/155.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/155.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/155.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/155.jpg?1517813031'};;{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Snow-Covered Forest;({T}: Add {G}.);common;Basic Snow Land — Forest;csp;Coldsnap;;
120;Franz Vohwinkel;black;152;['U'];[];;{'small': 'https://img.scryfall.com/cards/small/en/csp/152.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/152.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/152.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/152.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/152.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/152.jpg?1517813031'};;{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Snow-Covered Island;({T}: Add {U}.);common;Basic Snow Land — Island;csp;Coldsnap;;
121;John Zeleznik;black;154;['R'];[];;{'small': 'https://img.scryfall.com/cards/small/en/csp/154.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/154.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/154.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/154.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/154.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/154.jpg?1517813031'};;{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Snow-Covered Mountain;({T}: Add {R}.);common;Basic Snow Land — Mountain;csp;Coldsnap;;
122;Mark Romanoski;black;151;['W'];[];;{'small': 'https://img.scryfall.com/cards/small/en/csp/151.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/151.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/151.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/151.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/151.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/151.jpg?1517813031'};;{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Snow-Covered Plains;({T}: Add {W}.);common;Basic Snow Land — Plains;csp;Coldsnap;;
123;Rob Alexander;black;153;['B'];[];;{'small': 'https://img.scryfall.com/cards/small/en/csp/153.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/153.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/153.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/153.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/153.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/153.jpg?1517813031'};;{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Snow-Covered Swamp;({T}: Add {B}.);common;Basic Snow Land — Swamp;csp;Coldsnap;;
124;Wayne England;black;70;['B'];['B'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/70.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/70.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/70.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/70.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/70.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/70.jpg?1517813031'};{5}{B}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Soul Spike;"You may exile two black cards from your hand rather than pay this spell's mana cost.
Soul Spike deals 4 damage to any target and you gain 4 life.";rare;Instant;csp;Coldsnap;;
125;Jim Nelson;black;123;['G'];['G'];"""If you call the wolves, ensure you have a worthy hunt, or you may become the hunted."" —Taaveti of Kelsinko, elvish hunter";{'small': 'https://img.scryfall.com/cards/small/en/csp/123.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/123.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/123.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/123.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/123.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/123.jpg?1517813031'};{2}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Sound the Call;"Create a 1/1 green Wolf creature token. It has ""This creature gets +1/+1 for each card named Sound the Call in each graveyard.""";common;Sorcery;csp;Coldsnap;;
126;Joel Thomas;black;17;['W'];['W'];"""The scouts claim the cold has malice, and a mind. I begin to believe them. Impassable drifts seem to appear before us at every turn."" —Aevar Borg, northern guide, journal entry";{'small': 'https://img.scryfall.com/cards/small/en/csp/17.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/17.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/17.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/17.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/17.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/17.jpg?1517813031'};{1}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Squall Drifter;"Flying
{W}, {T}: Tap target creature.";common;Snow Creature — Elemental;csp;Coldsnap;1;1
127;Brian Snõddy;black;98;['R'];['R'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/98.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/98.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/98.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/98.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/98.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/98.jpg?1517813031'};{2}{R}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Stalking Yeti;"When Stalking Yeti enters the battlefield, if it's on the battlefield, it deals damage equal to its power to target creature an opponent controls and that creature deals damage equal to its power to Stalking Yeti.
{2}{S}: Return Stalking Yeti to its owner's hand. Activate this ability only any time you could cast a sorcery. ({S} can be paid with one mana from a snow permanent.)";uncommon;Snow Creature — Yeti;csp;Coldsnap;3;3
128;Christopher Rush;black;124;['G', 'R'];['G'];Its belly produces a boiling-hot fluid it can spit as a weapon or spin slowly enough to freeze into a defensive web.;{'small': 'https://img.scryfall.com/cards/small/en/csp/124.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/124.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/124.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/124.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/124.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/124.jpg?1517813031'};{4}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Steam Spitter;"Reach (This creature can block creatures with flying.)
{R}: Steam Spitter gets +1/+0 until end of turn.";uncommon;Creature — Spider;csp;Coldsnap;1;5
